cve_id,published_date,last_modified_date,description_en,source_flags,cvss_v31_base_score,cvss_v31_severity,cvss_v31_vector,cvss_v4_base_score,cvss_v4_severity,cvss_v4_vector,cwe_list,product_list
CVE-2020-28001,2021-02-03 16:15:13.353,2024-11-21 05:22:10.800,SolarWinds Serv-U before 15.2.2 allows Authenticated Stored XSS.,"nvd,v5",5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79'],['serv-u' 'solarwinds_serv_u']
CVE-2020-35481,2021-02-03 16:15:14.023,2024-11-21 05:27:23.187,SolarWinds Serv-U before 15.2.2 allows Unauthenticated Macro Injection.,"nvd,v5",9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,,['NVD-CWE-Other' 'NVD-CWE-Other'],['serv-u' 'solarwinds_serv_u']
CVE-2021-35248,2021-12-20 21:15:08.157,2024-11-21 06:12:09.023,"It has been reported that any Orion user, e.g. guest accounts can query the Orion.UserSettings entity and enumerate users and their basic settings.","nvd,v5",6.8,MEDIUM,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,,,,['CWE-732' 'CWE-732' 'CWE-732' 'CWE-732' 'CWE-732' 'CWE-732'],"['orion_platform' 'orion_platform' 'orion_platform' 'orion_platform'
 'windows' 'solarwinds_orion_platfor']"
CVE-2021-35251,2022-03-10 17:42:38.523,2024-11-21 06:12:09.463,Sensitive information could be displayed when a detailed technical error message is posted. This information could disclose environmental details about the Web Help Desk installation.,"nvd,v5",5.3,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,,,,['CWE-209' 'CWE-209'],['web_help_desk' 'solarwinds_web_help_desk']
CVE-2023-23840,2023-09-13 23:15:07.820,2024-11-21 07:46:55.937,The SolarWinds Platform was susceptible to the Incorrect Comparison Vulnerability. This vulnerability allows users with administrative access to SolarWinds Web Console to execute arbitrary commands with NETWORK SERVICE privileges.,"nvd,v5",6.8,MEDIUM,CVSS:3.1/AV:A/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-697' 'CWE-697'],['orion_platform' 'solarwinds_orion_platfor']
CVE-2023-23841,2023-06-15 22:15:09.227,2024-11-21 07:46:56.070,"
SolarWinds Serv-U is submitting an HTTP request when changing or updating the attributes for File Share or File request.  Part of the URL of the request discloses sensitive data. 

","nvd,v5",7.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,,,['CWE-319' 'CWE-319'],['serv-u' 'solarwinds_serv_u']
CVE-2023-35179,2023-08-11 00:15:09.283,2024-11-21 08:08:06.340,"
A vulnerability has been identified within Serv-U 15.4 that, if exploited, allows an actor to bypass multi-factor/two-factor authentication. The actor must have administrator-level access to Serv-U to perform this action. 

","nvd,v5",7.2,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-284' 'CWE-284'],['serv-u' 'solarwinds_serv_u']
CVE-2023-35182,2023-10-19 15:15:09.070,2024-11-21 08:08:06.750,The SolarWinds Access Rights Manager was susceptible to Remote Code Execution Vulnerability. This vulnerability can be abused by unauthenticated users on SolarWinds ARM Server.,"nvd,v5",8.8,HIGH,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-502' 'CWE-502'],['access_rights_manager' 'solarwinds_access_rights_manager']
CVE-2023-3622,2023-07-26 15:15:10.803,2024-11-21 08:17:41.543,"
 Access Control Bypass Vulnerability in the SolarWinds Platform that allows an underprivileged user to read arbitrary resource ","nvd,v5",4.3,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,,,,['CWE-287' 'CWE-287'],['solarwinds_platform' 'solarwinds_solarwinds_platfor']
CVE-2023-40054,2023-11-09 15:15:07.910,2024-11-21 08:18:36.850,The Network Configuration Manager was susceptible to a Directory Traversal Remote Code Execution Vulnerability.  This vulnerability allows a low-level user to perform the actions with SYSTEM privileges. We found this issue was not resolved in CVE-2023-33226,"nvd,v5",8.0,HIGH,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-22' 'CWE-22'],"['network_configuration_manager'
 'solarwinds_network_configuration_manager']"
CVE-2024-0692,2024-03-01 09:15:09.600,2025-02-26 18:39:48.397,"The SolarWinds Security Event Manager was susceptible to Remote Code Execution Vulnerability. This vulnerability allows an unauthenticated user to abuse SolarWinds’ service, resulting in remote code execution.","nvd,v5",8.8,HIGH,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-502' 'CWE-502'],['security_event_manager' 'solarwinds_security_event_manager']
CVE-2024-23469,2024-07-17 15:15:11.947,2025-02-26 18:42:25.920,"SolarWinds Access Rights Manager (ARM) is susceptible to a Remote Code Execution vulnerability. If exploited, this vulnerability allows an unauthenticated user to perform the actions with SYSTEM privileges. ","nvd,v5",9.6,CRITICAL,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,,,,['CWE-20' 'CWE-20'],['access_rights_manager' 'solarwinds_access_rights_manager']
CVE-2024-45709,2024-12-10 09:15:06.013,2025-02-25 17:20:37.920,SolarWinds Web Help Desk was susceptible to a local file read vulnerability.  This vulnerability requires the software be installed on Linux and configured to use non-default development/test mode making exposure to the vulnerability very limited.,"nvd,v5",5.3,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,,,,['CWE-22' 'CWE-22'],['web_help_desk' 'solarwinds_web_help_desk']
CVE-2025-40545,2025-11-18 09:15:51.780,2025-11-24 16:30:53.650,"SolarWinds Observability Self-Hosted is susceptible to an open redirection vulnerability. The URL is not properly sanitized, and an attacker could manipulate the string to redirect a user to a malicious site. The attack complexity is high, and authentication is required.","nvd,v5",4.8,MEDIUM,CVSS:3.1/AV:A/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N,,,,['CWE-601' 'CWE-601'],['observability_self-hosted' 'solarwinds_observability_self_hosted']
CVE-2019-12517,2019-09-13 13:15:11.260,2024-11-21 04:23:00.907,"An XSS issue was discovered in the slickquiz plugin through 1.3.7.1 for WordPress. The save_quiz_score functionality available via the /wp-admin/admin-ajax.php endpoint allows unauthenticated users to submit quiz solutions/answers, which are stored in the database and later shown in the WordPress backend for all users with at least Subscriber rights. Because the plugin does not properly validate and sanitize this data, a malicious payload in either the name or email field is executed directly within the backend at /wp-admin/admin.php?page=slickquiz across all users with the privileges of at least Subscriber.","nvd,v5",6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79'],['slickquiz']
CVE-2009-3655,2009-10-09 14:30:00.593,2025-04-09 00:30:58.490,"Rhino Software Serv-U 7.0.0.1 through 8.2.0.3 allows remote attackers to cause a denial of service (server crash) via unspecified vectors related to the ""SITE SET TRANSFERPROGRESS ON"" FTP command.","nvd,v5",,,,,,,"['NVD-CWE-noinfo' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo'
 'NVD-CWE-noinfo' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo'
 'NVD-CWE-noinfo' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo'
 'NVD-CWE-noinfo' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo'
 'NVD-CWE-noinfo' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo'
 'NVD-CWE-noinfo' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo'
 'NVD-CWE-noinfo']","['serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'solarwinds_serv_u_file_server']"
CVE-2017-5198,2017-03-24 07:59:00.173,2025-04-20 01:37:25.860,"SolarWinds LEM (aka SIEM) before 6.3.1 has an incorrect sudo configuration, which allows local users to obtain root access by editing /usr/local/contego/scripts/hostname.sh.","nvd,v5",,,,,,,['NVD-CWE-noinfo' 'NVD-CWE-noinfo'],['log_and_event_manager' 'solarwinds_log_and_event_manager']
CVE-2018-12897,2018-09-07 22:29:00.400,2024-11-21 03:46:03.760,SolarWinds DameWare Mini Remote Control before 12.1 has a Buffer Overflow.,"nvd,v5",,,,,,,['CWE-119' 'CWE-119'],['dameware_mini_remote_control' 'solarwinds_dameware_mini_remote_contro']
CVE-2019-12181,2019-06-17 16:15:12.153,2024-11-21 04:22:22.930,A privilege escalation vulnerability exists in SolarWinds Serv-U before 15.1.7 for Linux.,"nvd,v5",8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-78' 'CWE-78' 'CWE-78' 'CWE-78'],"['serv-u_ftp_server' 'serv-u_mft_server' 'solarwinds_serv_u_ftp_server'
 'solarwinds_serv_u_mft_server']"
CVE-2019-16960,2021-01-04 08:15:13.707,2024-11-21 04:31:25.467,SolarWinds Web Help Desk 12.7.0 allows XSS via a CSV template file with a crafted Location Name field.,"nvd,v5",5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79'],['web_help_desk' 'solarwinds_web_help_desk']
CVE-2019-17127,2020-01-17 18:15:13.197,2024-11-21 04:31:44.810,A Stored Client Side Template Injection (CSTI) with Angular was discovered in the SolarWinds Orion Platform 2019.2 HF1 in many application forms. An attacker can inject an Angular expression and escape the Angular sandbox to achieve stored XSS. This can lead to privilege escalation.,"nvd,v5",6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79'],['orion_platform' 'solarwinds_orion_platfor']
CVE-2019-9017,2019-05-02 19:29:00.390,2024-11-21 04:50:49.200,DWRCC in SolarWinds DameWare Mini Remote Control 10.0 x64 has a Buffer Overflow associated with the size field for the machine name.,"nvd,v5",7.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,,['CWE-787' 'CWE-787'],['dameware_mini_remote_control' 'solarwinds_dameware_mini_remote_contro']
CVE-2020-10148,2020-12-29 22:15:12.327,2025-10-24 14:36:09.547,"The SolarWinds Orion API is vulnerable to an authentication bypass that could allow a remote attacker to execute API commands. This vulnerability could allow a remote attacker to bypass authentication and execute API commands which may result in a compromise of the SolarWinds instance. SolarWinds Orion Platform versions 2019.4 HF 5, 2020.2 with no hotfix installed, and 2020.2 HF 1 are affected.","nvd,v5",9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,,"['CWE-288' 'CWE-288' 'CWE-288' 'CWE-288' 'CWE-306' 'CWE-306' 'CWE-306'
 'CWE-306']","['orion_platform' 'orion_platform' 'orion_platform'
 'solarwinds_orion_platfor' 'orion_platform' 'orion_platform'
 'orion_platform' 'solarwinds_orion_platfor']"
CVE-2020-14007,2020-06-24 14:15:12.147,2024-11-21 05:02:20.333,"Solarwinds Orion (with Web Console WPM 2019.4.1, and Orion Platform HF4 or NPM HF2 2019.4) allows XSS via a name of an alert definition.","nvd,v5",5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79' 'CWE-79' 'CWE-79'],"['orion_network_performance_monitor' 'orion_web_performance_monitor'
 'solarwinds_orion_web_performance_monitor'
 'solarwinds_orion_network_performance_monitor']"
CVE-2020-25622,2020-12-16 15:15:12.663,2024-11-21 05:18:15.707,An issue was discovered in SolarWinds N-Central 12.3.0.670. The AdvancedScripts HTTP endpoint allows CSRF.,"nvd,v5",8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,,,['CWE-352' 'CWE-352'],['n-central' 'solarwinds_n_centra']
CVE-2020-7984,2020-01-26 21:15:10.387,2024-11-21 05:38:08.713,"SolarWinds N-central before 12.1 SP1 HF5 and 12.2 before SP1 HF2 allows remote attackers to retrieve cleartext domain admin credentials from the Agent & Probe settings, and obtain other sensitive information. The attacker can use a customer ID to self register and read any aspects of the agent/appliance configuration.","nvd,v5",7.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,,,['CWE-319' 'CWE-319'],['n-central' 'solarwinds_n_centra']
CVE-2021-35213,2021-08-31 16:15:07.687,2024-11-21 06:12:04.333,An Improper Access Control Privilege Escalation Vulnerability was discovered in the User Setting of Orion Platform version 2020.2.5. It allows a guest user to elevate privileges to the Administrator using this vulnerability. Authentication is required to exploit the vulnerability.,"nvd,v5",8.9,HIGH,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:L,,,,"['CWE-284' 'CWE-284' 'CWE-284' 'NVD-CWE-Other' 'NVD-CWE-Other'
 'NVD-CWE-Other']","['orion_platform' 'windows' 'solarwinds_orion_platfor' 'orion_platform'
 'windows' 'solarwinds_orion_platfor']"
CVE-2021-35214,2021-10-12 16:15:07.370,2024-11-21 06:12:04.480,"The vulnerability in SolarWinds Pingdom can be described as a failure to invalidate user session upon password or email address change. When running multiple active sessions in separate browser windows, it was observed a password or email address change could be changed without terminating the user session. This issue has been resolved on September 13, 2021.","nvd,v5",4.8,MEDIUM,CVSS:3.1/AV:P/AC:H/PR:N/UI:R/S:C/C:H/I:N/A:N,,,,['CWE-613' 'CWE-613'],['pingdom' 'solarwinds_pingdo']
CVE-2021-35225,2021-10-21 18:15:09.880,2024-11-21 06:12:05.900,Each authenticated Orion Platform user in a MSP (Managed Service Provider) environment can view and browse all NetPath Services from all that MSP's customers. This can lead to any user having a limited insight into other customer's infrastructure and potential data cross-contamination.,"nvd,v5",5.0,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:N/A:N,,,,['NVD-CWE-noinfo' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo'],"['network_performance_monitor' 'network_performance_monitor'
 'solarwinds_network_performance_monitor']"
CVE-2021-35237,2021-10-29 14:15:07.607,2024-11-21 06:12:07.543,"A missing HTTP header (X-Frame-Options) in Kiwi Syslog Server has left customers vulnerable to click jacking. Clickjacking is an attack that occurs when an attacker uses a transparent iframe in a window to trick a user into clicking on an actionable item, such as a button or link, to another server in which they have an identical webpage. The attacker essentially hijacks the user activity intended for the original server and sends them to the other server. This is an attack on both the user and the server.","nvd,v5",5.0,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:L/A:L,,,,['CWE-1021' 'CWE-1021'],['kiwi_syslog_server' 'solarwinds_kiwi_syslog_server']
CVE-2021-35249,2022-05-17 20:15:07.997,2024-11-21 06:12:09.170,"This broken access control vulnerability pertains specifically to a domain admin who can access configuration & user data of other domains which they should not have access to. Please note the admin is unable to modify the data (read only operation). This UAC issue leads to a data leak to unauthorized users for a domain, with no log of them accessing the data unless they attempt to modify it. This read-only activity is logged to the original domain and does not specify which domain was accessed.","nvd,v5",4.3,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,,,,['CWE-284' 'CWE-284' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo'],['serv-u' 'solarwinds_serv_u' 'serv-u' 'solarwinds_serv_u']
CVE-2022-36958,2022-10-20 21:15:09.990,2024-11-21 07:14:09.453,SolarWinds Platform was susceptible to the Deserialization of Untrusted Data. This vulnerability allows a remote adversary with valid access to SolarWinds Web Console to execute arbitrary commands.,"nvd,v5",8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,,"['CWE-502' 'CWE-502' 'CWE-502' 'CWE-502' 'CWE-502' 'CWE-502' 'CWE-502'
 'CWE-502' 'CWE-502' 'CWE-502']","['orion_platform' 'orion_platform' 'orion_platform' 'orion_platform'
 'orion_platform' 'orion_platform' 'orion_platform' 'orion_platform'
 'orion_platform' 'solarwinds_orion_platfor']"
CVE-2022-36963,2023-04-21 20:15:07.087,2024-11-21 07:14:10.000,"The SolarWinds Platform was susceptible to the Command Injection Vulnerability. This vulnerability allows a remote adversary with a valid SolarWinds Platform admin account to execute arbitrary commands.

","nvd,v5",7.2,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-94' 'CWE-94'],['orion_platform' 'solarwinds_orion_platfor']
CVE-2022-38106,2022-12-16 16:15:22.127,2024-11-21 07:15:48.353,"
This vulnerability happens in the web client versions 15.3.0 to Serv-U 15.3.1. This vulnerability affects the directory creation function.  

","nvd,v5",5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79' 'CWE-79'],['serv-u' 'serv-u' 'solarwinds_serv_u']
CVE-2022-38112,2023-01-20 18:15:10.270,2024-11-21 07:15:49.030,"In DPA 2022.4 and older releases, generated heap memory dumps contain sensitive information in cleartext.

","nvd,v5",7.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,,,['CWE-312' 'CWE-312'],"['database_performance_analyzer'
 'solarwinds_database_performance_analyzer']"
CVE-2022-38113,2022-11-23 17:15:10.097,2024-11-21 07:15:49.163,"This vulnerability discloses build and services versions in the server response header.

","nvd,v5",5.3,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,,,,['CWE-200' 'CWE-200'],['security_event_manager' 'solarwinds_security_event_manager']
CVE-2022-47503,2023-02-15 19:15:11.883,2024-11-21 07:32:05.913,"SolarWinds Platform was susceptible to the Deserialization of Untrusted Data. This vulnerability allows a remote adversary with Orion admin-level account access to SolarWinds Web Console to execute arbitrary commands.

","nvd,v5",7.2,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-502' 'CWE-502'],['orion_platform' 'solarwinds_orion_platfor']
CVE-2022-47505,2023-04-21 20:15:07.173,2024-11-21 07:32:06.190,"The SolarWinds Platform was susceptible to the Local Privilege Escalation Vulnerability. This vulnerability allows a local adversary with a valid system user account to escalate local privileges.

","nvd,v5",7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-269' 'CWE-269'],['orion_platform' 'solarwinds_orion_platfor']
CVE-2022-47507,2023-02-15 19:15:12.133,2024-11-21 07:32:06.543,"SolarWinds Platform was susceptible to the Deserialization of Untrusted Data. This vulnerability allows a remote adversary with Orion admin-level account access to SolarWinds Web Console to execute arbitrary commands.

","nvd,v5",7.2,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-502' 'CWE-502'],['orion_platform' 'solarwinds_orion_platfor']
CVE-2022-47509,2023-04-21 20:15:07.247,2024-11-21 07:32:06.850,"The SolarWinds Platform was susceptible to the Incorrect Input Neutralization Vulnerability. This vulnerability allows a remote adversary with a valid SolarWinds Platform account to append URL parameters to inject HTML.

","nvd,v5",6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79'],['orion_platform' 'solarwinds_orion_platfor']
CVE-2023-23839,2023-04-25 21:15:10.117,2024-11-21 07:46:55.813,"The SolarWinds Platform was susceptible to the Exposure of Sensitive Information Vulnerability. This vulnerability allows users to access Orion.WebCommunityStrings SWIS schema object and obtain sensitive information.

","nvd,v5",6.5,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,,,,['CWE-200' 'CWE-200' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo'],"['solarwinds_platform' 'solarwinds_solarwinds_platfor'
 'solarwinds_platform' 'solarwinds_solarwinds_platfor']"
CVE-2023-23842,2023-07-26 15:15:10.167,2024-11-21 07:46:56.203,The SolarWinds Network Configuration Manager was susceptible to the Directory Traversal Vulnerability. This vulnerability allows users with administrative access to SolarWinds Web Console to execute arbitrary commands.,"nvd,v5",7.2,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-22' 'CWE-22'],"['network_configuration_monitor'
 'solarwinds_network_configuration_monitor']"
CVE-2023-33227,2023-11-01 16:15:08.317,2024-11-21 08:05:11.300,The Network Configuration Manager was susceptible to a Directory Traversal Remote Code Execution Vulnerability This vulnerability allows a low level user to perform the actions with SYSTEM privileges.  ,"nvd,v5",8.0,HIGH,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-22' 'CWE-22'],"['network_configuration_manager'
 'solarwinds_network_configuration_manager']"
CVE-2023-33229,2023-07-26 15:15:10.257,2024-11-21 08:05:11.747,The SolarWinds Platform was susceptible to the Incorrect Input Neutralization Vulnerability. This vulnerability allows a remote adversary with a valid SolarWinds Platform account to append URL parameters to inject passive HTML. ,"nvd,v5",3.5,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N,,,,['CWE-94' 'CWE-94'],['solarwinds_platform' 'solarwinds_solarwinds_platfor']
CVE-2024-23473,2024-05-14 14:59:29.340,2025-02-10 22:48:42.210,"The SolarWinds Access Rights Manager was found to contain a hard-coded credential authentication bypass vulnerability. If exploited, this vulnerability allows access to the RabbitMQ management console. 

We thank Trend Micro Zero Day Initiative (ZDI) for its ongoing partnership in coordinating with SolarWinds on responsible disclosure of this and other potential vulnerabilities. ","nvd,v5",8.6,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,,,,['CWE-798' 'CWE-798'],['access_rights_manager' 'solarwinds_access_rights_manager']
CVE-2024-23476,2024-02-15 21:15:09.353,2024-11-21 08:57:47.560,"The SolarWinds Access Rights Manager (ARM) was found to be susceptible to a Directory Traversal Remote Code Execution Vulnerability. If exploited, this vulnerability allows an unauthenticated user to achieve the Remote Code Execution.
","nvd,v5",9.6,CRITICAL,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,,,,['CWE-22' 'CWE-22'],['access_rights_manager' 'solarwinds_access_rights_manager']
CVE-2024-28072,2024-05-03 08:15:07.217,2025-02-25 17:12:45.987,"A highly privileged account can overwrite arbitrary files on the system with log output. The log file path tags were not sanitized properly. 






","nvd,v5",5.7,MEDIUM,CVSS:3.1/AV:A/AC:L/PR:H/UI:N/S:U/C:L/I:H/A:L,,,,"['CWE-532' 'CWE-532' 'CWE-532' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo'
 'NVD-CWE-noinfo']","['serv-u' 'serv-u' 'solarwinds_serv_u' 'serv-u' 'serv-u'
 'solarwinds_serv_u']"
CVE-2024-28074,2024-07-17 15:15:13.417,2025-02-26 18:44:42.420,It was discovered that a previous vulnerability was not completely fixed with SolarWinds Access Rights Manager. While some controls were implemented the researcher was able to bypass these and use a different method to exploit the vulnerability.,"nvd,v5",9.6,CRITICAL,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,,,,['CWE-502' 'CWE-502'],['access_rights_manager' 'solarwinds_access_rights_manager']
CVE-2024-28076,2024-04-18 09:15:11.463,2025-02-26 18:45:06.353,The SolarWinds Platform was susceptible to a Arbitrary Open Redirection Vulnerability. A potential attacker can redirect to different domain when using URL parameter with relative entry in the correct format,"nvd,v5",7.0,HIGH,CVSS:3.1/AV:A/AC:H/PR:N/UI:R/S:C/C:H/I:L/A:L,,,,['CWE-601' 'CWE-601'],['solarwinds_platform' 'solarwinds_solarwinds_platfor']
CVE-2024-28992,2024-07-17 15:15:13.623,2025-02-26 18:45:45.743,The SolarWinds Access Rights Manager was susceptible to a Directory Traversal and Information Disclosure Vulnerability. This vulnerability allows an unauthenticated user to perform arbitrary file deletion and leak sensitive information.,"nvd,v5",7.6,HIGH,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:H,,,,['CWE-287' 'CWE-287' 'CWE-22' 'CWE-22'],"['access_rights_manager' 'solarwinds_access_rights_manager'
 'access_rights_manager' 'solarwinds_access_rights_manager']"
CVE-2024-29000,2024-05-20 19:15:08.430,2025-02-26 18:46:41.947,The SolarWinds Platform was determined to be affected by a reflected cross-site scripting vulnerability affecting the web console. A high-privileged user and user interaction is required to exploit this vulnerability.  ,"nvd,v5",7.9,HIGH,CVSS:3.1/AV:A/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H,,,,['CWE-79' 'CWE-79'],['solarwinds_platform' 'solarwinds_solarwinds_platfor']
CVE-2024-45710,2024-10-16 08:15:06.387,2024-10-17 20:18:04.277,SolarWinds Platform is susceptible to an Uncontrolled Search Path Element Local Privilege Escalation vulnerability. This requires a low privilege account and local access to the affected node machine.,"nvd,v5",7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-427' 'CWE-427'],['solarwinds_platform' 'solarwinds_solarwinds_platfor']
CVE-2004-0330,2004-11-23 05:00:00.000,2025-04-03 01:03:51.193,Buffer overflow in Serv-U ftp before 5.0.0.4 allows remote authenticated users to execute arbitrary code via a long time zone argument to the MDTM command.,"nvd,v5",,,,,,,"['CWE-119' 'CWE-119' 'CWE-119' 'CWE-119' 'CWE-119' 'CWE-119' 'CWE-119'
 'CWE-119' 'CWE-119' 'CWE-119']","['serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'solarwinds_serv_u_file_server']"
CVE-2004-1675,2004-09-11 04:00:00.000,2025-04-03 01:03:51.193,"Serv-U FTP server 4.x and 5.x allows remote attackers to cause a denial of service (application crash) via a STORE UNIQUE (STOU) command with an MS-DOS device name argument such as (1) COM1, (2) LPT1, (3) PRN, or (4) AUX.","nvd,v5",,,,,,,"['CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20'
 'CWE-20' 'CWE-20' 'CWE-20']","['serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'solarwinds_serv_u_file_server']"
CVE-2006-1951,2006-04-24 23:02:00.000,2025-04-03 01:03:51.193,"Directory traversal vulnerability in SolarWinds TFTP Server 8.1 and earlier allows remote attackers to download arbitrary files via a crafted GET request including ""....//"" sequences, which are collapsed into ""../"" sequences by filtering.","nvd,v5",,,,,,,['NVD-CWE-Other' 'NVD-CWE-Other' 'NVD-CWE-Other' 'NVD-CWE-Other'],['tftp_server' 'tftp_server' 'tftp_server' 'solarwinds_tftp_server']
